country,port,year,month,price_euro_kg,volume_sold_kg,wind_m_s
Italy,IT - Giulianova Lido,2015,3,0.50999999,17220,2.683053494
Italy,IT - Giulianova Lido,2017,10,0.44999999,4723.1499,2.048718544
Italy,IT - Giulianova Lido,2016,6,0.66000003,7170,1.879525835
Italy,IT - Giulianova Lido,2018,10,0.5,192,2.49360747
Italy,IT - Giulianova Lido,2016,4,0.28999999,4190,2.470442659
Italy,IT - Giulianova Lido,2013,5,0.70999998,15446,2.244957261
Italy,IT - Giulianova Lido,2014,8,0.87,1680,1.898832633
Italy,IT - Giulianova Lido,2017,11,0.38,8600,2.177333621
Italy,IT - Giulianova Lido,2015,4,0.5,11223.15,2.298831999
Italy,IT - Giulianova Lido,2014,10,0.47,480,1.990054871
Italy,IT - Giulianova Lido,2013,8,0.79000002,6200,1.651635835
Italy,IT - Livorno,2017,4,1.28,112.25,4.084896736
Italy,IT - Livorno,2014,6,0.55000001,523.34003,3.605676931
Italy,IT - Livorno,2017,1,1.99,46.959999,7.153264753
Italy,IT - Livorno,2013,12,2.6199999,32.439999,4.017755495
Italy,IT - Livorno,2016,12,1.59,38.099998,4.201291365
Italy,IT - Livorno,2015,12,0.70999998,174.52,2.88388428
Italy,IT - Livorno,2015,9,0.5,100,5.335551368
Italy,IT - Livorno,2016,6,0.61000001,1221.3199,3.754345713
Italy,IT - Livorno,2017,3,2.04,12.79,4.6589306
Italy,IT - Livorno,2018,9,0.85000002,32.349998,3.486067209
Italy,IT - Livorno,2018,3,1.64,54.349998,5.907087843
Italy,IT - Livorno,2018,1,0.60000002,4.96,5.784118837
Italy,IT - Livorno,2014,4,1.5,56,3.581962094
Italy,IT - Livorno,2015,11,1.21,11.26,4.173734028
Italy,IT - Livorno,2013,11,1.87,7.52,5.948283395
Italy,IT - Livorno,2016,7,1.75,46.939999,3.532950383
Italy,IT - Livorno,2015,3,1.54,35.880001,6.174815676
Italy,IT - Livorno,2014,8,1.16,261.98001,3.412458542
Italy,IT - Livorno,2013,4,1,6.4200001,3.683350036
Italy,IT - Livorno,2017,9,1,5.1599998,4.224164039
Italy,IT - Livorno,2015,10,7.3499999,10.24,5.280901439
Italy,IT - Livorno,2018,11,0.41,245,5.547715582
Italy,IT - Livorno,2016,9,1.16,1411.5601,4.061461723
Italy,IT - Livorno,2017,10,1.4299999,70,3.299724854
Italy,IT - Livorno,2013,3,0.81,19.34,5.621480077
Italy,IT - Livorno,2014,12,1.59,52.580002,4.252255061
Italy,IT - Livorno,2014,5,1.8099999,11.32,3.812653489
Italy,IT - Livorno,2019,4,1,1.1,4.14953683
Italy,IT - Livorno,2014,7,1.55,7.6599998,3.584167384
Italy,IT - Livorno,2018,12,2.3,4.9400001,4.87862091
Italy,IT - Livorno,2016,8,0.79000002,258.39999,4.03329408
Italy,IT - Livorno,2019,6,2,133.02,3.831961891
Italy,IT - Livorno,2014,9,0.55000001,1864.08,3.061800116
Italy,IT - Livorno,2013,1,2.21,838,4.585666978
Italy,IT - Livorno,2013,7,0.61000001,40.82,3.179008257
Italy,IT - Livorno,2013,5,1.17,35.68,4.247279821
Italy,IT - Livorno,2018,7,0.88,76.379997,3.561453217
Italy,IT - Livorno,2015,2,3,2.7,6.102517298
Italy,IT - Livorno,2016,5,1.02,37.68,4.488029318
Italy,IT - Livorno,2018,8,1.05,1430.05,3.800557929
Italy,IT - Livorno,2018,5,0.74000001,15.6,8.51994336
Italy,IT - Livorno,2013,2,1,4.1199999,4.461780061
Italy,IT - Livorno,2017,8,2.0699999,469.89001,3.725371104
Italy,IT - Livorno,2018,6,1.3200001,23.26,3.957536604
Italy,IT - Livorno,2014,3,1.48,13.9,4.382374506
Italy,IT - Livorno,2016,11,1,4.1399999,5.908566461
Italy,IT - Livorno,2017,2,1.42,10.44,5.308858732
Italy,IT - Livorno,2015,7,1.33,5.3600001,3.72955869
Italy,IT - Livorno,2014,2,1.89,23.16,4.800030395
Italy,IT - Livorno,2017,11,1.78,23.52,4.769821458
Italy,IT - Livorno,2014,1,2.5999999,22.639999,4.239350218
Italy,IT - Livorno,2013,8,1.98,18.6,3.165325529
Italy,IT - Livorno,2017,5,2.3,17.360001,3.920428212
Italy,IT - Livorno,2016,4,0.44,2350,4.876405364
Italy,IT - Livorno,2015,5,1.3,142.53999,3.917750139
Italy,IT - Livorno,2013,10,1.21,205,3.826678622
Italy,IT - Livorno,2015,1,1.54,16.799999,5.107221674
Italy,IT - Livorno,2013,6,0.92000002,13.2,2.997615928
Italy,IT - Livorno,2019,5,0.95999998,649,4.598968274
Italy,IT - Livorno,2017,6,1.88,9.6400003,3.601692208
Italy,IT - Livorno,2016,10,0.28999999,245,4.555146697
Italy,IT - Livorno,2017,7,1.9400001,55.419998,3.783392082
Italy,IT - Livorno,2013,9,1.08,38.740002,3.308182832
Italy,IT - Livorno,2014,11,0.94,33.880001,4.860100529
Italy,IT - Livorno,2015,6,0.43000001,13.18,3.581331184
Italy,IT - Livorno,2014,10,1.04,139.66,4.038466862
Italy,IT - Manfredonia,2019,6,0.69,200,3.123696409
Italy,IT - Manfredonia,2014,5,1.12,521,2.886980384
Italy,IT - Manfredonia,2018,12,0.92000002,745,3.255209243
Italy,IT - Manfredonia,2017,5,1.11,2274,3.177659275
Italy,IT - Manfredonia,2013,5,0.81999999,410,3.467227017
Italy,IT - Manfredonia,2015,1,1,49,4.041723059
Italy,IT - Manfredonia,2019,2,0.94999999,1576,4.500118889
Italy,IT - Manfredonia,2013,7,0.69999999,6,1.95940402
Italy,IT - Manfredonia,2018,1,0.94333333,8600,3.399360164
Italy,IT - Manfredonia,2013,1,0.82999998,600,4.232344918
Italy,IT - Manfredonia,2016,7,1.1900001,334,2.582090502
Italy,IT - Manfredonia,2017,6,0.93000001,643,3.019480019
Italy,IT - Manfredonia,2016,3,1.015,7466,4.121667187
Italy,IT - Manfredonia,2014,12,1.42,55,3.387838527
Italy,IT - Manfredonia,2018,5,1.01,3030,7.427516958
Italy,IT - Manfredonia,2015,5,1,523,4.091862381
Italy,IT - Manfredonia,2019,3,0.90499997,2909,4.225955777
Italy,IT - Manfredonia,2013,10,1.13,373,2.338695379
Italy,IT - Manfredonia,2015,6,0.95999998,95,3.555790616
Italy,IT - Manfredonia,2018,8,1,35,2.667876194
Italy,IT - Manfredonia,2015,4,0.60000002,2970,4.281421732
Italy,IT - Manfredonia,2015,2,0.83999997,1357,3.847596697
Italy,IT - Manfredonia,2014,3,1.03,662,3.422839945
Italy,IT - Manfredonia,2015,8,0.60000002,20,3.036031524
Italy,IT - Manfredonia,2014,1,1.49,37,3.50440228
Italy,IT - Manfredonia,2019,5,0.97000003,2738,3.619556292
Italy,IT - Manfredonia,2016,2,1.04,2257,4.881017627
Italy,IT - Manfredonia,2018,3,0.92000002,6126,4.409161131
Italy,IT - Manfredonia,2018,9,0.56999999,290,3.008092726
Italy,IT - Manfredonia,2013,11,1,131,3.6595378
Italy,IT - Manfredonia,2017,7,1.12,200,3.304183196
Italy,IT - Manfredonia,2016,4,1.01,3930,4.091747794
Italy,IT - Manfredonia,2016,12,0.86000001,797,2.587701804
Italy,IT - Manfredonia,2015,11,0.89999998,1515,2.912831298
Italy,IT - Manfredonia,2018,7,1.04,800,3.374606295
Italy,IT - Manfredonia,2014,2,1.1799999,187,3.752225765
Italy,IT - Manfredonia,2019,4,0.58999997,8211,3.039148017
Italy,IT - Manfredonia,2018,11,0.72000003,435,2.897750081
Italy,IT - Manfredonia,2016,6,0.98500001,4116,3.223544999
Italy,IT - Manfredonia,2016,5,0.80000001,6378.5,4.016508094
Italy,IT - Manfredonia,2017,4,0.75,5070.5,3.637694318
Italy,IT - Manfredonia,2016,1,0.99000001,791,4.325738025
Italy,IT - Manfredonia,2015,12,0.98000002,2750.5,2.044710304
Italy,IT - Manfredonia,2018,4,0.94999999,8396,3.016039851
Italy,IT - Manfredonia,2015,3,0.62,4262,4.306190598
Italy,IT - Manfredonia,2013,2,1,1798,3.401488802
Italy,IT - Manfredonia,2019,1,0.49000001,13288,4.051909556
Italy,IT - Manfredonia,2014,4,2.0599999,317,3.26373986
Italy,IT - Manfredonia,2013,4,1.04,557,3.233235839
Italy,IT - Manfredonia,2014,6,1.61,71,2.615072286
Italy,IT - Manfredonia,2013,6,0.86000001,155,2.524781642
Italy,IT - Manfredonia,2013,3,0.81,2435,4.659094877
Italy,IT - Manfredonia,2015,7,0.5,175,2.823088837
Italy,IT - Manfredonia,2016,8,1.64,72,3.28535948
Italy,IT - Manfredonia,2018,2,0.935,5266,3.444437276
Italy,IT - Manfredonia,2013,12,2,24,2.537451305
Italy,IT - Manfredonia,2017,1,0.94499999,268,3.564056307
Italy,IT - Manfredonia,2017,11,1,140,3.414084755
Italy,IT - Manfredonia,2016,9,1,63,2.941845887
Italy,IT - Manfredonia,2016,11,0.50999999,647,3.339200611
Italy,IT - Manfredonia,2017,9,0.55000001,883,3.676260928
Italy,IT - Manfredonia,2014,10,3,10,2.682866244
Italy,IT - Manfredonia,2017,10,0.50999999,673,3.466150931
Italy,IT - Manfredonia,2017,12,0.64999998,1550,4.330556071
Italy,IT - Manfredonia,2013,9,1.24,170,2.880819886
Italy,IT - Manfredonia,2014,7,2.95,10,2.958541774
Italy,IT - Manfredonia,2017,2,0.84500003,4887.5,3.367519129
Italy,IT - Manfredonia,2014,11,1,25,2.613887668
Italy,IT - Manfredonia,2018,10,1,210,3.500119857
Italy,IT - Manfredonia,2016,10,0.74000001,1257,3.127250703
Italy,IT - Manfredonia,2017,3,0.66000003,10101,4.002373441
Italy,IT - Manfredonia,2018,6,1.77,480,3.587765368
Italy,IT - Manfredonia,2015,10,1.27,236,3.698070942
Italy,IT - Mazara del Vallo,2015,11,3.6300001,45,6.606290326
Italy,IT - Mazara del Vallo,2016,1,2.3299999,60,6.225209969
Italy,IT - Mazara del Vallo,2014,2,3.45,54,7.621387551
Italy,IT - Mazara del Vallo,2017,11,3.04,23,6.702509025
Italy,IT - Mazara del Vallo,2015,8,3.6500001,36,4.839803274
Italy,IT - Mazara del Vallo,2013,3,2.2,10,7.974870573
Italy,IT - Mazara del Vallo,2016,11,3.05,39.650002,7.170386865
Italy,IT - Mazara del Vallo,2013,9,3.5899999,90,5.338096397
Italy,IT - Mazara del Vallo,2017,7,3.45,66,6.202122721
Italy,IT - Mazara del Vallo,2019,2,2.3499999,51,7.404657024
Italy,IT - Mazara del Vallo,2015,12,3.79,52,4.497847928
Italy,IT - Mazara del Vallo,2014,3,2.8,92,7.65478458
Italy,IT - Mazara del Vallo,2018,10,2.79,29,6.865607839
Italy,IT - Mazara del Vallo,2016,2,3,88,7.523386516
Italy,IT - Mazara del Vallo,2015,4,2.5899999,113,6.509606279
Italy,IT - Mazara del Vallo,2016,5,3.25,59,6.892305142
Italy,IT - Mazara del Vallo,2015,1,3.6500001,42,7.828516068
Italy,IT - Mazara del Vallo,2015,10,3.78,29,6.088295888
Italy,IT - Mazara del Vallo,2017,8,3.21,65,5.039682107
Italy,IT - Mazara del Vallo,2018,8,2.52,120,4.776999644
Italy,IT - Mazara del Vallo,2014,7,3.5999999,154,6.4655891
Italy,IT - Mazara del Vallo,2016,7,1.15,334,5.75789705
Italy,IT - Mazara del Vallo,2018,4,3.21,41,6.016922304
Italy,IT - Mazara del Vallo,2013,10,3.2,24,5.847889418
Italy,IT - Mazara del Vallo,2017,9,3.1300001,57,6.040099337
Italy,IT - Mazara del Vallo,2019,1,3.5,10,9.104451095
Italy,IT - Mazara del Vallo,2013,1,3.4100001,22,9.211712526
Italy,IT - Mazara del Vallo,2016,10,3.6099999,21,6.064786522
Italy,IT - Mazara del Vallo,2018,2,3.3399999,23,8.009143777
Italy,IT - Mazara del Vallo,2016,12,1.85,30,7.505075137
Italy,IT - Mazara del Vallo,2016,3,4.5799999,12,7.551062022
Italy,IT - Mazara del Vallo,2019,4,0.76999998,1697,7.580147611
Italy,IT - Mazara del Vallo,2019,3,2.73,52,7.259153422
Italy,IT - Mazara del Vallo,2014,5,3.1500001,108,6.636674747
Italy,IT - Mazara del Vallo,2016,9,2.8599999,30,5.566413631
Italy,IT - Mazara del Vallo,2018,11,2.49,49,6.626874817
Italy,IT - Mazara del Vallo,2019,5,1.8200001,195,6.570982214
Italy,IT - Mazara del Vallo,2015,9,3.6500001,18,5.628927664
Italy,IT - Mazara del Vallo,2014,4,3.4200001,72,6.913903957
Italy,IT - Mazara del Vallo,2018,6,2.6400001,39,5.794701879
Italy,IT - Mazara del Vallo,2017,1,3.1400001,42,8.246161663
Italy,IT - Mazara del Vallo,2013,7,3.4300001,137,4.732320908
Italy,IT - Mazara del Vallo,2018,5,2.1800001,40,10.05020704
Italy,IT - Mazara del Vallo,2017,6,3.23,51,4.158670023
Italy,IT - Mazara del Vallo,2014,10,2.4000001,74,5.691133187
Italy,IT - Mazara del Vallo,2014,1,3.355,54,9.267485919
Italy,IT - Mazara del Vallo,2013,6,3.2,91,6.701812328
Italy,IT - Mazara del Vallo,2014,8,2.6800001,422,5.40989726
Italy,IT - Mazara del Vallo,2018,7,3.1300001,76,5.368965895
Italy,IT - Mazara del Vallo,2016,4,2.6600001,61,7.116369851
Italy,IT - Mazara del Vallo,2015,6,3.45,54,5.603432791
Italy,IT - Mazara del Vallo,2016,8,2.99,36,5.338944825
Italy,IT - Mazara del Vallo,2015,5,2.73,92,6.386632717
Italy,IT - Mazara del Vallo,2013,5,2.3599999,34,7.375102838
Italy,IT - Mazara del Vallo,2015,2,3.3499999,18,8.534854901
Italy,IT - Mazara del Vallo,2014,12,3.6500001,42,8.003658711
Italy,IT - Mazara del Vallo,2016,6,1.1799999,206,5.939964348
Italy,IT - Mazara del Vallo,2013,11,3.2,48,7.439607847
Italy,IT - Mazara del Vallo,2013,12,3.55,48,6.344554577
Italy,IT - Mazara del Vallo,2017,3,0.56,1654,6.998914636
Italy,IT - Mazara del Vallo,2017,4,3.97,36,6.502100435
Italy,IT - Mazara del Vallo,2018,9,2.6500001,39,4.567558791
Italy,IT - Mazara del Vallo,2013,8,3.6800001,144,5.27327849
Italy,IT - Mazara del Vallo,2014,11,3.0999999,87,6.745148028
Italy,IT - Mazara del Vallo,2017,2,2.9400001,30.6,6.274469872
Italy,IT - Mazara del Vallo,2014,9,3.0999999,184,5.449594505
Italy,IT - Mazara del Vallo,2014,6,3.1800001,72,5.331170566
Italy,IT - Mazara del Vallo,2013,4,2.4000001,39,6.919517313
Italy,IT - Mazara del Vallo,2015,7,3.5599999,95,4.701304132
Italy,IT - Mazara del Vallo,2017,10,1.25,200,6.400467674
Italy,IT - Mazara del Vallo,2018,12,4.1100001,54,7.494101189
Italy,IT - Mazara del Vallo,2015,3,3.3900001,42,9.172381141
Italy,IT - Mazara del Vallo,2018,3,3.6500001,36,7.351085185
Italy,IT - Mazara del Vallo,2018,1,3.0999999,32,7.966188745
Italy,IT - Mazara del Vallo,2019,6,1.0700001,2073,4.895302519
Italy,IT - Mazara del Vallo,2017,5,2.25,67,5.843716469
Italy,IT - Milazzo,2019,6,1.28,252,3.303286138
Italy,IT - Milazzo,2017,8,0.5,64,3.280105578
Italy,IT - Milazzo,2016,3,2.1600001,380,4.930149039
Italy,IT - Milazzo,2015,6,1.5,609,3.793588413
Italy,IT - Milazzo,2018,4,2.0899999,187,4.173487294
Italy,IT - Milazzo,2016,11,1.05,285,4.601488725
Italy,IT - Milazzo,2014,7,0.72000003,353,3.859246651
Italy,IT - Milazzo,2014,11,1.4299999,2630,4.132782448
Italy,IT - Milazzo,2019,4,1.2,2140,4.275882819
Italy,IT - Milazzo,2014,4,2,20,4.4476499
Italy,IT - Milazzo,2016,9,1.33,260,3.532314356
Italy,IT - Milazzo,2016,6,1.4299999,2159,3.880284539
Italy,IT - Milazzo,2018,8,1.41,119,3.185841996
Italy,IT - Milazzo,2015,7,2,8,3.215619068
Italy,IT - Milazzo,2014,12,2,110,4.072783793
Italy,IT - Milazzo,2016,10,1.64,915,3.930301158
Italy,IT - Milazzo,2019,3,1.02,1681,4.2262902
Italy,IT - Milazzo,2013,6,1.6900001,69,3.701904521
Italy,IT - Milazzo,2018,2,1,16,5.225369803
Italy,IT - Milazzo,2013,5,1.7,59,5.001120655
Italy,IT - Milazzo,2014,2,1.02,575,4.545514797
Italy,IT - Milazzo,2016,4,1.27,2964,4.917099754
Italy,IT - Milazzo,2014,5,2.0599999,270,3.658777839
Italy,IT - Milazzo,2015,12,2,69,2.894585989
Italy,IT - Milazzo,2015,11,1.11,614,4.125350933
Italy,IT - Milazzo,2015,10,1.02,3214,4.253983077
Italy,IT - Milazzo,2016,7,1.14,160,3.775351374
Italy,IT - Milazzo,2017,5,2,64,4.124629725
Italy,IT - Milazzo,2018,7,1.85,159,3.923047709
Italy,IT - Milazzo,2016,12,1.66,290,4.778655624
Italy,IT - Milazzo,2018,1,2,170,5.168597875
Italy,IT - Milazzo,2017,12,2,60,4.765301421
Italy,IT - Milazzo,2015,2,2.5,18,6.208611332
Italy,IT - Milazzo,2018,5,1.92,388,8.391521786
Italy,IT - Milazzo,2013,10,1.45,241,2.950783236
Italy,IT - Milazzo,2013,8,1.8200001,219,2.671884206
Italy,IT - Milazzo,2017,6,0.5,80,2.878447633
Italy,IT - Milazzo,2013,7,1.35,206,2.876067347
Italy,IT - Milazzo,2017,3,1.4299999,372,4.717446802
Italy,IT - Milazzo,2018,3,2.72,608,5.404039034
Italy,IT - Milazzo,2013,9,0.5,90,2.956682432
Italy,IT - Milazzo,2016,8,1.04,926,3.451267644
Italy,IT - Milazzo,2017,2,1.6799999,420,3.754621699
Italy,IT - Milazzo,2014,9,1.59,58,3.564230359
Italy,IT - Milazzo,2017,1,2.1900001,62,5.502505254
Italy,IT - Milazzo,2015,9,1.77,1820,3.613846887
Italy,IT - Milazzo,2013,4,1.67,268,4.316978154
Italy,IT - Milazzo,2013,2,9.4300003,1986,4.942060532
Italy,IT - Milazzo,2014,8,1.33,198,3.083448396
Italy,IT - Milazzo,2016,2,1.52,180,5.656798298
Italy,IT - Milazzo,2013,3,1,10,5.084897208
Italy,IT - Milazzo,2017,4,2,184,4.118621216
Italy,IT - Milazzo,2015,4,1.36,778,4.533819555
Italy,IT - Milazzo,2015,5,1.6,359,3.997073332
Italy,IT - Milazzo,2019,5,1.5,124,4.165891317
Italy,IT - Milazzo,2017,10,0.5,105,3.857274088
Italy,IT - Milazzo,2017,7,1.2,463,3.821205445
Italy,IT - Milazzo,2016,1,1.99,192,4.981373833
Italy,IT - Milazzo,2017,9,2,800,3.8093138
Italy,IT - Milazzo,2018,9,2,98,3.141608246
Italy,IT - Milazzo,2014,10,0.75999999,435,3.14456075
Italy,IT - Milazzo,2018,6,2,450,4.324414885
Italy,IT - Milazzo,2014,6,0.61000001,110,3.066261241
Italy,IT - Milazzo,2016,5,1.27,1203,4.657517896
Italy,IT - Milazzo,2015,8,1.51,527,3.403677961
Italy,IT - Ortona,2013,5,0.77999997,607,3.158003709
Italy,IT - Ortona,2016,12,0.80000001,547,2.462791894
Italy,IT - Ortona,2017,8,7.0799999,5311.2002,3.507566246
Italy,IT - Ortona,2014,8,0.50999999,330,2.797102575
Italy,IT - Ortona,2014,3,0.66000003,1670.3,3.016790056
Italy,IT - Ortona,2018,12,0.80000001,2170,3.140809302
Italy,IT - Ortona,2018,11,0.80000001,3640,2.929620047
Italy,IT - Ortona,2015,6,0.41999999,1275,3.315675954
Italy,IT - Ortona,2017,10,0.62,3990,3.256064805
Italy,IT - Ortona,2018,7,0.69999999,555,3.415205423
Italy,IT - Ortona,2016,10,0.51999998,22,2.986983204
Italy,IT - Ortona,2015,4,0.92000002,115,3.661060316
Italy,IT - Ortona,2017,11,0.81,7200,3.246291019
Italy,IT - Ortona,2017,3,0.64999998,4910,3.588238634
Italy,IT - Ortona,2014,9,0.60000002,60,2.829967514
Italy,IT - Ortona,2013,6,0.56,1914,2.929594063
Italy,IT - Ortona,2014,4,1.21,20,3.302651552
Italy,IT - Ortona,2015,8,1.24,38,2.992141765
Italy,IT - Ortona,2014,12,0.69999999,3.2,3.211927224
Italy,IT - Ortona,2016,4,0.28,1819.8,3.270640807
Italy,IT - Ortona,2016,5,0.41,100.6,3.314714989
Italy,IT - Ortona,2013,7,0.50999999,3834,2.791187477
Italy,IT - Ortona,2018,6,0.81999999,1195,3.801630796
Italy,IT - Ortona,2014,6,1.0599999,79,2.913754015
Italy,IT - Ortona,2015,7,0.87,185,2.976064486
Italy,IT - Ortona,2017,9,0.80000001,4620,3.511750722
Italy,IT - Ortona,2014,5,0.88,15,3.14576738
Italy,IT - Ortona,2018,4,0.69,210,2.994025044
Italy,IT - Ortona,2014,10,0.49000001,3616,2.952327452
Italy,IT - Ortona,2017,1,0.69,9756,3.792246709
Italy,IT - Ortona,2016,1,0.47999999,8186.7002,3.058365817
Italy,IT - Ortona,2016,7,0.31,3738.7,2.829885113
Italy,IT - Ortona,2015,10,0.47999999,1147,3.222931882
Italy,IT - Ortona,2019,3,2.5,16,3.682885844
Italy,IT - Ortona,2014,1,0.44,300,3.256859517
Italy,IT - Ortona,2015,2,0.51999998,12330.1,3.357446402
Italy,IT - Ortona,2016,3,0.68000001,47.700001,3.536909784
Italy,IT - Ortona,2019,2,0.80000001,96,4.409736938
Italy,IT - Ortona,2013,3,0.57999998,1765,3.794341875
Italy,IT - Ortona,2015,9,0.79000002,1442,3.615635632
Italy,IT - Ortona,2015,3,0.5,6395,3.822000453
Italy,IT - Ortona,2019,5,0.5,105,3.602327378
Italy,IT - Ortona,2015,12,0.46000001,5080,1.867346147
Italy,IT - Ortona,2018,8,0.50999999,195,3.386154914
Italy,IT - Ortona,2016,8,0.79000002,110,3.33434918
Italy,IT - Ortona,2016,2,0.58999997,208.2,3.59223177
Italy,IT - Ortona,2018,10,0.80000001,910,3.385605017
Italy,IT - Ortona,2017,2,0.5,1298,2.7650155
Italy,IT - Ortona,2016,9,0.80000001,1246,2.988326897
Italy,IT - Ortona,2018,5,0.80000001,1071,7.571501056
Italy,IT - Ortona,2013,1,1.8200001,951,3.265414896
Italy,IT - Ortona,2014,2,0.94,152.2,3.413819851
Italy,IT - Ortona,2014,7,0.67000002,435,2.996436376
Italy,IT - Ortona,2015,1,0.43000001,9643,3.569480145
Italy,IT - Ortona,2017,5,0.94999999,8068.8999,3.162118123
Italy,IT - Ortona,2018,1,0.85000002,1585.8,3.064716615
Italy,IT - Ortona,2014,11,0.52999997,3208,2.500092769
Italy,IT - Ortona,2013,2,0.72000003,1233,3.248601668
Italy,IT - Ortona,2018,9,0.80000001,1260,3.164010285
Italy,IT - Ortona,2017,12,0.80000001,504,3.749007838
Italy,IT - Ortona,2018,3,0.69,1335.6,3.766204998
Italy,IT - Ortona,2017,7,0.83999997,5381.1001,3.270814958
Italy,IT - Ortona,2019,4,0.63999999,1575,3.358886583
Italy,IT - Ortona,2017,6,0.61000001,18589.6,2.865022231
Italy,IT - Ortona,2016,6,0.34,13103,2.829850238
Italy,IT - Ortona,2015,5,0.77999997,1155,3.217745225
Italy,IT - Ortona,2019,1,0.81,441.39999,4.190612967
Italy,IT - Ortona,2015,11,0.83999997,296.10001,2.383144448
Italy,IT - Ortona,2013,10,1,50,2.433619367
Italy,IT - Palermo,2016,7,1.48,696,3.160737207
Italy,IT - Palermo,2016,4,1.65,337,4.056835614
Italy,IT - Palermo,2017,8,2.02,312,2.797530798
Italy,IT - Palermo,2014,7,0.93000001,10620,3.908223876
Italy,IT - Palermo,2013,2,1.72,738,5.298435467
Italy,IT - Palermo,2013,1,1.63,180,6.515228088
Italy,IT - Palermo,2014,11,0.81,8232,3.854681324
Italy,IT - Palermo,2016,6,1.59,756,3.214079722
Italy,IT - Palermo,2016,3,2.1700001,269,5.182550376
Italy,IT - Palermo,2017,9,1.67,620,3.904692403
Italy,IT - Palermo,2018,1,1.72,180,5.093146604
Italy,IT - Palermo,2018,12,1.2,527,4.647788705
Italy,IT - Palermo,2015,12,1.77,768,2.268212458
Italy,IT - Palermo,2013,3,1.88,360,5.24477687
Italy,IT - Palermo,2014,4,0.86000001,4282,4.4092331
Italy,IT - Palermo,2018,11,1.1799999,1012,4.36469379
Italy,IT - Palermo,2014,5,0.88999999,7193,3.448064624
Italy,IT - Palermo,2019,4,1.33,214,4.282197252
Italy,IT - Palermo,2015,3,0.79000002,5990,5.026556488
Italy,IT - Palermo,2018,5,1.7,270,7.804607709
Italy,IT - Palermo,2017,2,1.375,718,3.497674571
Italy,IT - Palermo,2019,1,1.17,875,5.621447017
Italy,IT - Palermo,2018,7,1.65,450,3.031141748
Italy,IT - Palermo,2017,11,1.66,424,4.185940607
Italy,IT - Palermo,2017,10,2,10,3.744218023
Italy,IT - Palermo,2014,10,0.81999999,6163,3.17528886
Italy,IT - Palermo,2016,11,1.15,834,4.181874022
Italy,IT - Palermo,2015,7,1.63,336,2.5051584
Italy,IT - Palermo,2015,8,1.71,871,3.035945775
Italy,IT - Palermo,2015,1,0.80000001,4161,4.937885106
Italy,IT - Palermo,2016,2,1.8,788,5.528850086
Italy,IT - Palermo,2018,10,1,1046,4.036224338
Italy,IT - Palermo,2018,3,1.5700001,267,5.733827078
Italy,IT - Palermo,2015,5,1.59,1050,3.543887237
Italy,IT - Palermo,2015,4,0.88,5019,4.350646745
Italy,IT - Palermo,2017,3,1.41,857,4.325491444
Italy,IT - Palermo,2017,7,1.6900001,366,3.409313179
Italy,IT - Palermo,2013,6,1.26,2018,3.658555394
Italy,IT - Palermo,2016,5,1.72,882,4.333377765
Italy,IT - Palermo,2013,12,0.62,4609,3.310204723
Italy,IT - Palermo,2014,9,0.91000003,8050,3.750470645
Italy,IT - Palermo,2014,8,0.89999998,11660,2.806279493
Italy,IT - Palermo,2018,4,1.355,682,3.310465634
Italy,IT - Palermo,2013,9,1.25,1763,3.168531268
Italy,IT - Palermo,2017,12,1.05,552,5.589739374
Italy,IT - Palermo,2014,1,0.69999999,5342,5.892434991
Italy,IT - Palermo,2013,10,0.81999999,4862,2.899125968
Italy,IT - Palermo,2017,6,1.6799999,432,2.599561214
Italy,IT - Palermo,2015,10,1.54,738,4.035489996
Italy,IT - Palermo,2016,12,1.53,225,4.081016968
Italy,IT - Palermo,2014,3,0.95499998,13905,4.227540465
Italy,IT - Palermo,2018,9,1.66,276,2.969376785
Italy,IT - Palermo,2017,5,1.79,552,3.268183398
Italy,IT - Palermo,2019,5,1.4299999,252,4.041976898
Italy,IT - Palermo,2013,5,1.83,1286,4.670951476
Italy,IT - Palermo,2015,2,1.11,1886,6.131684484
Italy,IT - Palermo,2016,1,1.5700001,577,5.722826105
Italy,IT - Palermo,2015,9,0.97000003,1274,3.458086986
Italy,IT - Palermo,2019,3,1.3099999,525,4.242158365
Italy,IT - Palermo,2013,7,1.09,1266,2.699146693
Italy,IT - Palermo,2018,6,1.53,466,3.570486108
Italy,IT - Palermo,2017,1,1.53,477,4.968235245
Italy,IT - Palermo,2019,6,1.45,406,2.931483483
Italy,IT - Palermo,2014,2,0.89999998,5503,4.702991432
Italy,IT - Palermo,2015,11,1.08,2874,3.862540484
Italy,IT - Palermo,2013,8,1.3,892,2.952408127
Italy,IT - Palermo,2017,4,0.41,2586,3.599039109
Italy,IT - Palermo,2015,6,1.22,2088,3.097054193
Italy,IT - Palermo,2014,12,1.13,4579,4.664231203
Italy,IT - Palermo,2016,8,1.5700001,486,2.961132643
Italy,IT - Palermo,2018,2,1.02,356,5.164046481
Italy,IT - Palermo,2016,10,1.42,432,3.763726573
Italy,IT - Palermo,2019,2,1.29,994,4.647042189
Italy,IT - Palermo,2014,6,0.77999997,7448,3.415642321
Italy,IT - Palermo,2016,9,1.3099999,214,3.41784678
Italy,IT - Palermo,2013,4,1.65,852,4.045773333
Italy,IT - Palermo,2013,11,1.3099999,1185,5.031836456
